,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
44,0.5544275161446431,0.07530665390883468,0.5484890431577271,0.20935288564868107,0.238691410599512,R
45,0.967022976535602,0.904108048992424,0.6480897230202756,0.8665419980387157,0.771035675019397,M
46,0.8257664110623164,0.6057943705691332,0.7815778105960551,0.5715956293042708,0.7535150644991865,M
47,0.9770050579886655,0.45654702526615737,0.9413978394592721,0.7977165554568109,0.8092475417117326,M
48,0.5351853531448938,0.6811080725957819,0.6814565384577087,0.5052717958209567,0.7236277220724057,M
49,0.507473798921537,0.9954269231166386,0.8206841420520736,0.9380190404194906,0.6642265566177041,M
50,0.4440043077795464,0.31134758563719994,0.3141185807735556,0.2579115688234499,0.22611956593464813,R
51,0.9225889095177653,0.8049865089801613,0.6130739181325384,0.7037626753971911,0.6545335738315201,M
52,0.5683619204258475,0.005586898057542158,0.4959925266527208,0.3645633114545931,0.1140576808969822,R
53,0.1767809123638401,0.15540191158076191,0.28807473690042656,0.2407612690807898,0.04152801036321036,R
54,0.040223561127159656,0.4390456374444772,0.08923606119742146,0.5417434121471015,0.43597658218967555,R
55,0.8674317040221182,0.4137627037069378,0.8299285775138738,0.5021282770099001,0.5740256607251464,M
56,0.8960241083589506,0.9869689489907107,0.7022027185284767,0.9963771074825414,0.4972502699864597,M

